,accuracy_score,classifier__max_depth,classifier__min_samples_leaf,count_mx__max_df,count_mx__min_df,count_mx__ngram_range,lda__learning_decay,lda__n_components
1079,0.9483333333333334,17,1,0.7,21,"(1, 2)",0.7,6
1080,0.9483333333333334,17,1,0.7,21,"(1, 1)",0.9,6
1081,0.9483333333333334,17,1,0.8,21,"(1, 2)",0.7,6
1082,0.9483333333333334,17,1,0.8,21,"(1, 1)",0.9,6
1083,0.9483333333333334,17,1,70.0,21,"(1, 1)",0.9,6
1084,0.9466666666666667,17,1,0.6,4,"(1, 1)",0.9,12
1085,0.9466666666666667,17,1,0.7,4,"(1, 1)",0.9,12
1086,0.9466666666666667,17,1,0.8,4,"(1, 1)",0.9,12
1087,0.9466666666666667,17,1,80.0,5,"(1, 4)",0.7,6
1088,0.9466666666666667,17,1,0.5,6,"(1, 1)",0.7,6
1089,0.9466666666666667,17,1,0.5,6,"(1, 4)",0.9,6
1090,0.9466666666666667,17,1,0.5,6,"(1, 4)",0.7,12
1091,0.9466666666666667,17,1,60.0,6,"(1, 2)",0.7,6
1092,0.9466666666666667,17,1,60.0,6,"(1, 2)",0.7,12
1093,0.9466666666666667,17,1,60.0,6,"(1, 3)",0.7,12
1094,0.9466666666666667,17,1,80.0,6,"(1, 2)",0.7,12
1095,0.9466666666666667,17,1,0.5,7,"(1, 2)",0.7,12
1096,0.9466666666666667,17,1,0.6,7,"(1, 4)",0.9,6
1097,0.9466666666666667,17,1,0.7,7,"(1, 4)",0.9,6
1098,0.9466666666666667,17,1,0.8,7,"(1, 4)",0.9,6
1099,0.9466666666666667,17,1,60.0,7,"(1, 1)",0.9,6
1100,0.9466666666666667,17,1,60.0,7,"(1, 4)",0.9,6
1101,0.9466666666666667,17,1,80.0,7,"(1, 2)",0.9,6
1102,0.9466666666666667,17,1,80.0,7,"(1, 3)",0.9,12
1103,0.9466666666666667,17,1,0.5,8,"(1, 1)",0.9,12
1104,0.9466666666666667,17,1,0.6,8,"(1, 4)",0.7,6
1105,0.9466666666666667,17,1,0.6,8,"(1, 3)",0.7,12
1106,0.9466666666666667,17,1,0.7,8,"(1, 4)",0.7,6
1107,0.9466666666666667,17,1,0.7,8,"(1, 3)",0.7,12
1108,0.9466666666666667,17,1,0.8,8,"(1, 4)",0.7,6
1109,0.9466666666666667,17,1,0.8,8,"(1, 3)",0.7,12
1110,0.9466666666666667,17,1,70.0,8,"(1, 2)",0.7,12
1111,0.9466666666666667,17,1,0.5,9,"(1, 2)",0.9,6
1112,0.9466666666666667,17,1,0.5,9,"(1, 3)",0.7,12
1113,0.9466666666666667,17,1,0.6,9,"(1, 2)",0.7,6
1114,0.9466666666666667,17,1,0.7,9,"(1, 2)",0.7,6
1115,0.9466666666666667,17,1,0.8,9,"(1, 2)",0.7,6
1116,0.9466666666666667,17,1,0.5,10,"(1, 2)",0.7,12
1117,0.9466666666666667,17,1,0.6,10,"(1, 4)",0.7,6
1118,0.9466666666666667,17,1,0.6,10,"(1, 3)",0.7,12
1119,0.9466666666666667,17,1,0.7,10,"(1, 4)",0.7,6
1120,0.9466666666666667,17,1,0.7,10,"(1, 3)",0.7,12
1121,0.9466666666666667,17,1,0.8,10,"(1, 4)",0.7,6
1122,0.9466666666666667,17,1,0.8,10,"(1, 3)",0.7,12
1123,0.9466666666666667,17,1,60.0,10,"(1, 1)",0.9,12
1124,0.9466666666666667,17,1,0.5,11,"(1, 4)",0.9,12
1125,0.9466666666666667,17,1,0.6,11,"(1, 3)",0.9,12
1126,0.9466666666666667,17,1,0.7,11,"(1, 3)",0.9,12
1127,0.9466666666666667,17,1,0.8,11,"(1, 3)",0.9,12
1128,0.9466666666666667,17,1,60.0,11,"(1, 4)",0.9,6
1129,0.9466666666666667,17,1,70.0,11,"(1, 1)",0.7,6
1130,0.9466666666666667,17,1,70.0,11,"(1, 3)",0.7,12
1131,0.9466666666666667,17,1,80.0,11,"(1, 1)",0.9,12
1132,0.9466666666666667,17,1,0.6,12,"(1, 4)",0.9,6
1133,0.9466666666666667,17,1,0.6,12,"(1, 4)",0.9,12
1134,0.9466666666666667,17,1,0.7,12,"(1, 4)",0.9,6
1135,0.9466666666666667,17,1,0.7,12,"(1, 4)",0.9,12
1136,0.9466666666666667,17,1,0.8,12,"(1, 4)",0.9,6
1137,0.9466666666666667,17,1,0.8,12,"(1, 4)",0.9,12
1138,0.9466666666666667,17,1,70.0,12,"(1, 1)",0.7,6
1139,0.9466666666666667,17,1,70.0,12,"(1, 3)",0.9,6
1140,0.9466666666666667,17,1,70.0,12,"(1, 4)",0.7,12
1141,0.9466666666666667,17,1,80.0,12,"(1, 3)",0.7,12
1142,0.9466666666666667,17,1,70.0,13,"(1, 1)",0.7,12
1143,0.9466666666666667,17,1,80.0,13,"(1, 3)",0.7,6
1144,0.9466666666666667,17,1,60.0,14,"(1, 4)",0.9,12
1145,0.9466666666666667,17,1,80.0,14,"(1, 2)",0.9,6
1146,0.9466666666666667,17,1,0.6,15,"(1, 2)",0.7,12
1147,0.9466666666666667,17,1,0.7,15,"(1, 2)",0.7,12
1148,0.9466666666666667,17,1,0.8,15,"(1, 2)",0.7,12
1149,0.9466666666666667,17,1,80.0,15,"(1, 4)",0.7,12
1150,0.9466666666666667,17,1,80.0,15,"(1, 4)",0.9,12
1151,0.9466666666666667,17,1,0.5,16,"(1, 2)",0.7,6
1152,0.9466666666666667,17,1,0.5,16,"(1, 3)",0.9,6
1153,0.9466666666666667,17,1,0.5,16,"(1, 2)",0.9,12
1154,0.9466666666666667,17,1,60.0,16,"(1, 1)",0.7,6
1155,0.9466666666666667,17,1,60.0,16,"(1, 2)",0.7,6
1156,0.9466666666666667,17,1,80.0,16,"(1, 1)",0.7,6
1157,0.9466666666666667,17,1,80.0,16,"(1, 3)",0.9,12
1158,0.9466666666666667,17,1,0.5,17,"(1, 2)",0.7,6
1159,0.9466666666666667,17,1,60.0,17,"(1, 4)",0.9,6
1160,0.9466666666666667,17,1,60.0,17,"(1, 2)",0.9,12
1161,0.9466666666666667,17,1,70.0,17,"(1, 2)",0.7,12
1162,0.9466666666666667,17,1,80.0,17,"(1, 2)",0.9,6
1163,0.9466666666666667,17,1,0.6,18,"(1, 4)",0.9,12
1164,0.9466666666666667,17,1,0.7,18,"(1, 4)",0.9,12
1165,0.9466666666666667,17,1,0.8,18,"(1, 4)",0.9,12
1166,0.9466666666666667,17,1,60.0,18,"(1, 3)",0.7,6
1167,0.9466666666666667,17,1,60.0,18,"(1, 1)",0.9,6
1168,0.9466666666666667,17,1,60.0,18,"(1, 4)",0.9,6
1169,0.9466666666666667,17,1,60.0,18,"(1, 1)",0.9,12
1170,0.9466666666666667,17,1,70.0,18,"(1, 3)",0.9,6
1171,0.9466666666666667,17,1,70.0,18,"(1, 1)",0.9,12
1172,0.9466666666666667,17,1,0.5,19,"(1, 1)",0.7,12
1173,0.9466666666666667,17,1,0.6,19,"(1, 3)",0.7,6
1174,0.9466666666666667,17,1,0.7,19,"(1, 3)",0.7,6
1175,0.9466666666666667,17,1,0.8,19,"(1, 3)",0.7,6
1176,0.9466666666666667,17,1,70.0,19,"(1, 3)",0.9,6
1177,0.9466666666666667,17,1,70.0,19,"(1, 3)",0.7,12
1178,0.9466666666666667,17,1,80.0,19,"(1, 1)",0.7,12
1179,0.9466666666666667,17,1,0.5,20,"(1, 2)",0.9,12
1180,0.9466666666666667,17,1,60.0,20,"(1, 2)",0.9,6
1181,0.9466666666666667,17,1,60.0,20,"(1, 1)",0.7,12
1182,0.9466666666666667,17,1,70.0,20,"(1, 1)",0.9,6
1183,0.9466666666666667,17,1,80.0,20,"(1, 4)",0.7,12
1184,0.9466666666666667,17,1,70.0,21,"(1, 2)",0.7,12
1185,0.9466666666666667,17,1,80.0,21,"(1, 2)",0.7,12
1186,0.945,17,1,0.5,3,"(1, 1)",0.9,6
1187,0.945,17,1,0.6,3,"(1, 1)",0.9,6
1188,0.945,17,1,0.6,3,"(1, 1)",0.9,12
1189,0.945,17,1,0.7,3,"(1, 1)",0.9,6
1190,0.945,17,1,0.7,3,"(1, 1)",0.9,12
1191,0.945,17,1,0.8,3,"(1, 1)",0.9,6
1192,0.945,17,1,0.8,3,"(1, 1)",0.9,12
1193,0.945,17,1,70.0,3,"(1, 2)",0.7,6
1194,0.945,17,1,70.0,4,"(1, 1)",0.7,12
1195,0.945,17,1,0.5,5,"(1, 1)",0.7,12
1196,0.945,17,1,0.6,5,"(1, 1)",0.9,12
1197,0.945,17,1,0.7,5,"(1, 1)",0.9,12
1198,0.945,17,1,0.8,5,"(1, 1)",0.9,12
1199,0.945,17,1,60.0,5,"(1, 3)",0.9,6
1200,0.945,17,1,0.5,6,"(1, 4)",0.9,12
1201,0.945,17,1,0.6,6,"(1, 2)",0.7,6
1202,0.945,17,1,0.6,6,"(1, 4)",0.7,6
1203,0.945,17,1,0.7,6,"(1, 2)",0.7,6
1204,0.945,17,1,0.7,6,"(1, 4)",0.7,6
1205,0.945,17,1,0.8,6,"(1, 2)",0.7,6
1206,0.945,17,1,0.8,6,"(1, 4)",0.7,6
1207,0.945,17,1,60.0,6,"(1, 4)",0.9,6
1208,0.945,17,1,80.0,6,"(1, 1)",0.9,12
1209,0.945,17,1,0.5,7,"(1, 1)",0.9,6
1210,0.945,17,1,0.6,7,"(1, 2)",0.9,6
1211,0.945,17,1,0.7,7,"(1, 2)",0.9,6
1212,0.945,17,1,0.8,7,"(1, 2)",0.9,6
1213,0.945,17,1,0.5,8,"(1, 2)",0.9,6
1214,0.945,17,1,0.5,8,"(1, 3)",0.9,6
1215,0.945,17,1,60.0,8,"(1, 3)",0.9,6
1216,0.945,17,1,70.0,8,"(1, 2)",0.7,6
1217,0.945,17,1,70.0,8,"(1, 4)",0.7,6
1218,0.945,17,1,80.0,8,"(1, 2)",0.7,12
1219,0.945,17,1,80.0,9,"(1, 4)",0.9,6
1220,0.945,17,1,80.0,9,"(1, 2)",0.7,12
1221,0.945,17,1,0.5,10,"(1, 3)",0.9,6
1222,0.945,17,1,60.0,10,"(1, 1)",0.7,6
1223,0.945,17,1,60.0,10,"(1, 2)",0.7,6
1224,0.945,17,1,0.5,11,"(1, 4)",0.7,6
1225,0.945,17,1,0.6,11,"(1, 3)",0.7,6
1226,0.945,17,1,0.7,11,"(1, 3)",0.7,6
1227,0.945,17,1,0.8,11,"(1, 3)",0.7,6
1228,0.945,17,1,60.0,11,"(1, 1)",0.9,6
1229,0.945,17,1,60.0,11,"(1, 4)",0.9,12
1230,0.945,17,1,70.0,11,"(1, 4)",0.7,12
1231,0.945,17,1,80.0,11,"(1, 4)",0.7,6
1232,0.945,17,1,60.0,12,"(1, 4)",0.9,6
1233,0.945,17,1,70.0,12,"(1, 3)",0.7,12
1234,0.945,17,1,80.0,12,"(1, 4)",0.7,6
1235,0.945,17,1,80.0,12,"(1, 1)",0.9,6
1236,0.945,17,1,0.5,13,"(1, 1)",0.7,12
1237,0.945,17,1,0.6,13,"(1, 1)",0.9,6
1238,0.945,17,1,0.7,13,"(1, 1)",0.9,6
1239,0.945,17,1,0.8,13,"(1, 1)",0.9,6
1240,0.945,17,1,70.0,13,"(1, 3)",0.7,12
1241,0.945,17,1,80.0,13,"(1, 1)",0.9,12
1242,0.945,17,1,0.6,14,"(1, 2)",0.9,6
1243,0.945,17,1,0.7,14,"(1, 2)",0.9,6
1244,0.945,17,1,0.8,14,"(1, 2)",0.9,6
1245,0.945,17,1,70.0,14,"(1, 3)",0.9,6
1246,0.945,17,1,80.0,14,"(1, 4)",0.9,6
1247,0.945,17,1,70.0,15,"(1, 2)",0.9,6
1248,0.945,17,1,80.0,15,"(1, 1)",0.7,6
1249,0.945,17,1,60.0,16,"(1, 4)",0.7,12
1250,0.945,17,1,70.0,16,"(1, 1)",0.7,6
1251,0.945,17,1,60.0,17,"(1, 3)",0.9,6
1252,0.945,17,1,80.0,17,"(1, 1)",0.9,6
1253,0.945,17,1,0.5,18,"(1, 1)",0.7,6
1254,0.945,17,1,0.5,18,"(1, 3)",0.7,6
1255,0.945,17,1,60.0,18,"(1, 3)",0.7,12
1256,0.945,17,1,70.0,18,"(1, 1)",0.7,6
1257,0.945,17,1,70.0,18,"(1, 4)",0.7,12
1258,0.945,17,1,0.6,19,"(1, 4)",0.7,6
1259,0.945,17,1,0.7,19,"(1, 4)",0.7,6
1260,0.945,17,1,0.8,19,"(1, 4)",0.7,6
1261,0.945,17,1,60.0,19,"(1, 1)",0.7,6
1262,0.945,17,1,0.5,20,"(1, 4)",0.9,12
1263,0.945,17,1,80.0,20,"(1, 2)",0.9,12
1264,0.945,17,1,0.5,21,"(1, 4)",0.7,6
1265,0.945,17,1,0.5,21,"(1, 4)",0.9,12
1266,0.945,17,1,60.0,21,"(1, 3)",0.7,12
1267,0.945,17,1,60.0,21,"(1, 1)",0.9,12
1268,0.945,17,1,70.0,21,"(1, 3)",0.9,12
1269,0.9433333333333334,17,1,80.0,4,"(1, 1)",0.9,6
1270,0.9433333333333334,17,1,0.5,5,"(1, 2)",0.7,6
1271,0.9433333333333334,17,1,0.5,5,"(1, 2)",0.7,12
1272,0.9433333333333334,17,1,60.0,5,"(1, 1)",0.9,6
1273,0.9433333333333334,17,1,70.0,5,"(1, 2)",0.7,12
1274,0.9433333333333334,17,1,70.0,5,"(1, 2)",0.9,12
1275,0.9433333333333334,17,1,0.6,6,"(1, 2)",0.9,12
1276,0.9433333333333334,17,1,0.7,6,"(1, 2)",0.9,12
1277,0.9433333333333334,17,1,0.8,6,"(1, 2)",0.9,12
1278,0.9433333333333334,17,1,70.0,6,"(1, 3)",0.7,6
1279,0.9433333333333334,17,1,80.0,6,"(1, 1)",0.7,6
1280,0.9433333333333334,17,1,80.0,6,"(1, 4)",0.9,6
1281,0.9433333333333334,17,1,80.0,7,"(1, 2)",0.7,12
1282,0.9433333333333334,17,1,0.6,8,"(1, 3)",0.9,6
1283,0.9433333333333334,17,1,0.7,8,"(1, 3)",0.9,6
1284,0.9433333333333334,17,1,0.8,8,"(1, 3)",0.9,6
1285,0.9433333333333334,17,1,70.0,8,"(1, 2)",0.9,6
1286,0.9433333333333334,17,1,80.0,8,"(1, 3)",0.7,6
1287,0.9433333333333334,17,1,80.0,8,"(1, 4)",0.7,6
1288,0.9433333333333334,17,1,80.0,8,"(1, 2)",0.9,6
1289,0.9433333333333334,17,1,0.5,9,"(1, 3)",0.9,12
1290,0.9433333333333334,17,1,0.6,9,"(1, 2)",0.9,6
1291,0.9433333333333334,17,1,0.7,9,"(1, 2)",0.9,6
1292,0.9433333333333334,17,1,0.8,9,"(1, 2)",0.9,6
1293,0.9433333333333334,17,1,60.0,9,"(1, 3)",0.9,12
1294,0.9433333333333334,17,1,70.0,9,"(1, 2)",0.7,12
1295,0.9433333333333334,17,1,70.0,9,"(1, 4)",0.7,12
1296,0.9433333333333334,17,1,0.5,10,"(1, 4)",0.9,12
1297,0.9433333333333334,17,1,0.6,10,"(1, 4)",0.7,12
1298,0.9433333333333334,17,1,0.6,10,"(1, 4)",0.9,12
1299,0.9433333333333334,17,1,0.7,10,"(1, 4)",0.7,12
1300,0.9433333333333334,17,1,0.7,10,"(1, 4)",0.9,12
1301,0.9433333333333334,17,1,0.8,10,"(1, 4)",0.7,12
1302,0.9433333333333334,17,1,0.8,10,"(1, 4)",0.9,12
1303,0.9433333333333334,17,1,80.0,10,"(1, 2)",0.9,12
1304,0.9433333333333334,17,1,0.6,11,"(1, 1)",0.7,12
1305,0.9433333333333334,17,1,0.7,11,"(1, 1)",0.7,12
1306,0.9433333333333334,17,1,0.8,11,"(1, 1)",0.7,12
1307,0.9433333333333334,17,1,60.0,11,"(1, 1)",0.7,6
1308,0.9433333333333334,17,1,60.0,11,"(1, 3)",0.9,12
1309,0.9433333333333334,17,1,70.0,11,"(1, 4)",0.7,6
1310,0.9433333333333334,17,1,80.0,11,"(1, 1)",0.7,6
1311,0.9433333333333334,17,1,80.0,11,"(1, 1)",0.9,6
1312,0.9433333333333334,17,1,80.0,11,"(1, 4)",0.7,12
1313,0.9433333333333334,17,1,0.5,12,"(1, 3)",0.9,6
1314,0.9433333333333334,17,1,80.0,13,"(1, 1)",0.7,6
1315,0.9433333333333334,17,1,80.0,13,"(1, 2)",0.9,6
1316,0.9433333333333334,17,1,0.5,14,"(1, 4)",0.7,6
1317,0.9433333333333334,17,1,60.0,14,"(1, 2)",0.9,6
1318,0.9433333333333334,17,1,70.0,14,"(1, 1)",0.9,6
1319,0.9433333333333334,17,1,0.6,15,"(1, 1)",0.9,6
1320,0.9433333333333334,17,1,0.6,15,"(1, 3)",0.9,6
1321,0.9433333333333334,17,1,0.7,15,"(1, 1)",0.9,6
1322,0.9433333333333334,17,1,0.7,15,"(1, 3)",0.9,6
1323,0.9433333333333334,17,1,0.8,15,"(1, 1)",0.9,6
1324,0.9433333333333334,17,1,0.8,15,"(1, 3)",0.9,6
1325,0.9433333333333334,17,1,60.0,15,"(1, 1)",0.7,12
1326,0.9433333333333334,17,1,70.0,15,"(1, 2)",0.7,6
1327,0.9433333333333334,17,1,80.0,16,"(1, 4)",0.7,6
1328,0.9433333333333334,17,1,80.0,16,"(1, 1)",0.7,12
1329,0.9433333333333334,17,1,70.0,17,"(1, 1)",0.7,12
1330,0.9433333333333334,17,1,70.0,17,"(1, 3)",0.7,12
1331,0.9433333333333334,17,1,80.0,17,"(1, 3)",0.9,12
1332,0.9433333333333334,17,1,0.6,18,"(1, 4)",0.7,6
1333,0.9433333333333334,17,1,0.7,18,"(1, 4)",0.7,6
1334,0.9433333333333334,17,1,0.8,18,"(1, 4)",0.7,6
1335,0.9433333333333334,17,1,70.0,18,"(1, 1)",0.9,6
1336,0.9433333333333334,17,1,60.0,19,"(1, 4)",0.9,6
1337,0.9433333333333334,17,1,80.0,19,"(1, 1)",0.9,6
1338,0.9433333333333334,17,1,80.0,19,"(1, 2)",0.9,6
1339,0.9433333333333334,17,1,80.0,19,"(1, 3)",0.9,12
1340,0.9433333333333334,17,1,0.5,20,"(1, 1)",0.9,12
1341,0.9433333333333334,17,1,60.0,20,"(1, 2)",0.7,6
1342,0.9433333333333334,17,1,70.0,20,"(1, 2)",0.9,12
1343,0.9433333333333334,17,1,80.0,20,"(1, 1)",0.7,6
1344,0.9433333333333334,17,1,70.0,21,"(1, 2)",0.9,6
1345,0.9433333333333334,17,1,80.0,21,"(1, 3)",0.9,6
1346,0.9416666666666667,17,1,0.5,3,"(1, 2)",0.7,6
1347,0.9416666666666667,17,1,80.0,3,"(1, 3)",0.9,6
1348,0.9416666666666667,17,1,80.0,4,"(1, 4)",0.7,6
1349,0.9416666666666667,17,1,60.0,5,"(1, 1)",0.9,12
1350,0.9416666666666667,17,1,70.0,5,"(1, 1)",0.7,12
1351,0.9416666666666667,17,1,80.0,5,"(1, 1)",0.7,6
1352,0.9416666666666667,17,1,0.5,6,"(1, 3)",0.7,12
1353,0.9416666666666667,17,1,60.0,6,"(1, 4)",0.7,6
1354,0.9416666666666667,17,1,70.0,6,"(1, 3)",0.9,12
1355,0.9416666666666667,17,1,60.0,7,"(1, 2)",0.9,12
1356,0.9416666666666667,17,1,70.0,7,"(1, 2)",0.9,6
1357,0.9416666666666667,17,1,70.0,7,"(1, 3)",0.9,6
1358,0.9416666666666667,17,1,80.0,7,"(1, 2)",0.9,12
1359,0.9416666666666667,17,1,0.5,8,"(1, 1)",0.9,6
1360,0.9416666666666667,17,1,60.0,8,"(1, 2)",0.7,12
1361,0.9416666666666667,17,1,70.0,8,"(1, 3)",0.9,6
1362,0.9416666666666667,17,1,0.5,9,"(1, 1)",0.7,12
1363,0.9416666666666667,17,1,0.6,9,"(1, 3)",0.9,12
1364,0.9416666666666667,17,1,0.7,9,"(1, 3)",0.9,12
1365,0.9416666666666667,17,1,0.8,9,"(1, 3)",0.9,12
1366,0.9416666666666667,17,1,80.0,9,"(1, 2)",0.9,6
1367,0.9416666666666667,17,1,60.0,10,"(1, 3)",0.9,6
1368,0.9416666666666667,17,1,70.0,10,"(1, 1)",0.7,6
1369,0.9416666666666667,17,1,70.0,10,"(1, 4)",0.9,12
1370,0.9416666666666667,17,1,80.0,10,"(1, 3)",0.9,6
1371,0.9416666666666667,17,1,80.0,10,"(1, 1)",0.7,12
1372,0.9416666666666667,17,1,0.5,11,"(1, 1)",0.7,6
1373,0.9416666666666667,17,1,0.6,11,"(1, 1)",0.9,12
1374,0.9416666666666667,17,1,0.7,11,"(1, 1)",0.9,12
1375,0.9416666666666667,17,1,0.8,11,"(1, 1)",0.9,12
1376,0.9416666666666667,17,1,60.0,11,"(1, 2)",0.7,6
1377,0.9416666666666667,17,1,60.0,11,"(1, 1)",0.9,12
1378,0.9416666666666667,17,1,70.0,11,"(1, 2)",0.7,6
1379,0.9416666666666667,17,1,70.0,11,"(1, 1)",0.7,12
1380,0.9416666666666667,17,1,80.0,11,"(1, 2)",0.9,6
1381,0.9416666666666667,17,1,60.0,12,"(1, 3)",0.9,6
1382,0.9416666666666667,17,1,70.0,12,"(1, 2)",0.7,6
1383,0.9416666666666667,17,1,70.0,12,"(1, 3)",0.7,6
1384,0.9416666666666667,17,1,80.0,12,"(1, 1)",0.7,12
1385,0.9416666666666667,17,1,0.5,13,"(1, 3)",0.7,12
1386,0.9416666666666667,17,1,60.0,13,"(1, 4)",0.9,12
1387,0.9416666666666667,17,1,70.0,13,"(1, 2)",0.9,12
1388,0.9416666666666667,17,1,0.5,14,"(1, 2)",0.7,12
1389,0.9416666666666667,17,1,0.5,14,"(1, 2)",0.9,12
1390,0.9416666666666667,17,1,60.0,14,"(1, 3)",0.7,6
1391,0.9416666666666667,17,1,0.5,15,"(1, 4)",0.9,6
1392,0.9416666666666667,17,1,0.5,15,"(1, 2)",0.7,12
1393,0.9416666666666667,17,1,70.0,15,"(1, 1)",0.7,6
1394,0.9416666666666667,17,1,70.0,15,"(1, 4)",0.9,6
1395,0.9416666666666667,17,1,80.0,15,"(1, 1)",0.9,6
1396,0.9416666666666667,17,1,80.0,15,"(1, 3)",0.9,6
1397,0.9416666666666667,17,1,80.0,16,"(1, 1)",0.9,12
1398,0.9416666666666667,17,1,0.6,17,"(1, 1)",0.7,6
1399,0.9416666666666667,17,1,0.6,17,"(1, 1)",0.9,12
1400,0.9416666666666667,17,1,0.7,17,"(1, 1)",0.7,6
1401,0.9416666666666667,17,1,0.7,17,"(1, 1)",0.9,12
1402,0.9416666666666667,17,1,0.8,17,"(1, 1)",0.7,6
1403,0.9416666666666667,17,1,0.8,17,"(1, 1)",0.9,12
1404,0.9416666666666667,17,1,60.0,17,"(1, 3)",0.7,6
1405,0.9416666666666667,17,1,70.0,17,"(1, 1)",0.9,6
1406,0.9416666666666667,17,1,70.0,18,"(1, 3)",0.7,12
1407,0.9416666666666667,17,1,80.0,18,"(1, 4)",0.7,6
1408,0.9416666666666667,17,1,0.5,19,"(1, 4)",0.9,12
1409,0.9416666666666667,17,1,0.6,19,"(1, 1)",0.9,12
1410,0.9416666666666667,17,1,0.7,19,"(1, 1)",0.9,12
1411,0.9416666666666667,17,1,0.8,19,"(1, 1)",0.9,12
1412,0.9416666666666667,17,1,60.0,19,"(1, 2)",0.9,6
1413,0.9416666666666667,17,1,80.0,19,"(1, 4)",0.7,12
1414,0.9416666666666667,17,1,0.5,20,"(1, 2)",0.7,6
1415,0.9416666666666667,17,1,0.5,21,"(1, 4)",0.7,12
1416,0.9416666666666667,17,1,60.0,21,"(1, 3)",0.9,6
1417,0.94,17,1,80.0,3,"(1, 1)",0.7,6
1418,0.94,17,1,60.0,5,"(1, 4)",0.7,6
1419,0.94,17,1,60.0,5,"(1, 1)",0.7,12
1420,0.94,17,1,70.0,5,"(1, 2)",0.9,6
1421,0.94,17,1,70.0,5,"(1, 3)",0.7,12
1422,0.94,17,1,70.0,5,"(1, 3)",0.9,12
1423,0.94,17,1,80.0,5,"(1, 2)",0.9,12
1424,0.94,17,1,0.6,6,"(1, 2)",0.9,6
1425,0.94,17,1,0.7,6,"(1, 2)",0.9,6
1426,0.94,17,1,0.8,6,"(1, 2)",0.9,6
1427,0.94,17,1,70.0,6,"(1, 1)",0.9,12
1428,0.94,17,1,0.6,8,"(1, 2)",0.7,12
1429,0.94,17,1,0.6,8,"(1, 1)",0.9,12
1430,0.94,17,1,0.7,8,"(1, 2)",0.7,12
1431,0.94,17,1,0.7,8,"(1, 1)",0.9,12
1432,0.94,17,1,0.8,8,"(1, 2)",0.7,12
1433,0.94,17,1,0.8,8,"(1, 1)",0.9,12
1434,0.94,17,1,70.0,8,"(1, 1)",0.9,12
1435,0.94,17,1,0.6,9,"(1, 4)",0.9,12
1436,0.94,17,1,0.7,9,"(1, 4)",0.9,12
1437,0.94,17,1,0.8,9,"(1, 4)",0.9,12
1438,0.94,17,1,60.0,9,"(1, 2)",0.9,12
1439,0.94,17,1,60.0,9,"(1, 4)",0.9,12
1440,0.94,17,1,70.0,9,"(1, 1)",0.9,6
1441,0.94,17,1,60.0,10,"(1, 3)",0.7,12
1442,0.94,17,1,70.0,10,"(1, 4)",0.7,12
1443,0.94,17,1,80.0,10,"(1, 2)",0.7,6
1444,0.94,17,1,60.0,11,"(1, 1)",0.7,12
1445,0.94,17,1,80.0,11,"(1, 3)",0.9,6
1446,0.94,17,1,0.6,12,"(1, 1)",0.9,6
1447,0.94,17,1,0.7,12,"(1, 1)",0.9,6
1448,0.94,17,1,0.8,12,"(1, 1)",0.9,6
1449,0.94,17,1,0.5,13,"(1, 4)",0.9,6
1450,0.94,17,1,0.6,13,"(1, 2)",0.7,6
1451,0.94,17,1,0.6,13,"(1, 3)",0.7,6
1452,0.94,17,1,0.6,13,"(1, 4)",0.7,12
1453,0.94,17,1,0.7,13,"(1, 2)",0.7,6
1454,0.94,17,1,0.7,13,"(1, 3)",0.7,6
1455,0.94,17,1,0.7,13,"(1, 4)",0.7,12
1456,0.94,17,1,0.8,13,"(1, 2)",0.7,6
1457,0.94,17,1,0.8,13,"(1, 3)",0.7,6
1458,0.94,17,1,0.8,13,"(1, 4)",0.7,12
1459,0.94,17,1,60.0,13,"(1, 3)",0.7,12
1460,0.94,17,1,60.0,13,"(1, 2)",0.9,12
1461,0.94,17,1,60.0,14,"(1, 4)",0.7,6
1462,0.94,17,1,70.0,14,"(1, 2)",0.7,6
1463,0.94,17,1,0.5,15,"(1, 4)",0.7,6
1464,0.94,17,1,0.5,15,"(1, 3)",0.9,12
1465,0.94,17,1,60.0,15,"(1, 4)",0.9,12
1466,0.94,17,1,70.0,16,"(1, 2)",0.9,12
1467,0.94,17,1,80.0,16,"(1, 4)",0.7,12
1468,0.94,17,1,0.6,17,"(1, 3)",0.9,12
1469,0.94,17,1,0.7,17,"(1, 3)",0.9,12
1470,0.94,17,1,0.8,17,"(1, 3)",0.9,12
1471,0.94,17,1,60.0,17,"(1, 2)",0.7,12
1472,0.94,17,1,70.0,17,"(1, 1)",0.7,6
1473,0.94,17,1,70.0,17,"(1, 4)",0.7,12
1474,0.94,17,1,60.0,18,"(1, 4)",0.9,12
1475,0.94,17,1,80.0,18,"(1, 4)",0.7,12
1476,0.94,17,1,80.0,18,"(1, 4)",0.9,12
1477,0.94,17,1,0.5,19,"(1, 1)",0.9,12
1478,0.94,17,1,60.0,19,"(1, 3)",0.7,6
1479,0.94,17,1,60.0,19,"(1, 3)",0.9,6
1480,0.94,17,1,0.6,20,"(1, 4)",0.9,12
1481,0.94,17,1,0.7,20,"(1, 4)",0.9,12
1482,0.94,17,1,0.8,20,"(1, 4)",0.9,12
1483,0.94,17,1,60.0,20,"(1, 3)",0.9,6
1484,0.94,17,1,80.0,20,"(1, 3)",0.9,12
1485,0.9383333333333334,17,1,0.5,3,"(1, 1)",0.7,6
